FRANCHISE,PLAYER,INJ,SALARY,YEARS,CONTRACT,ROSTER
Buffalo Bills,"Doubs, Romeo NEP WR",,$6.17,3,2025 iEXT,ACTIVE_ROSTER
Buffalo Bills,"Egbuka, Emeka TBB WR",,$3.19,3,2025 1.12,ACTIVE_ROSTER
Buffalo Bills,"Harrison Jr., Marvin ARI WR",,$6.14,2,2024 1.04,ACTIVE_ROSTER
Buffalo Bills,"Johnson, Tez TBB WR",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Buffalo Bills,"McLaurin, Terry WAS WR",,$10.29,2,2024 B/R,ACTIVE_ROSTER
Buffalo Bills,"Nabers, Malik NYG WR",Questionable,$8.15,2,2024 1.02,ACTIVE_ROSTER
Buffalo Bills,"Vele, Devaughn NOS WR",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Buffalo Bills,"Washington, Parker JAC WR",,$8.27,3,2026 oEXT,ACTIVE_ROSTER
Buffalo Bills,"Arroyo, Elijah SEA TE",,$1.35,3,2025 3.09,ACTIVE_ROSTER
Buffalo Bills,"Bowers, Brock LVR TE",,$7.02,2,2024 1.03,ACTIVE_ROSTER
Buffalo Bills,"Reichard, Will MIN PK",,$1.03,1,2024 UDFA,ACTIVE_ROSTER
Buffalo Bills,"Eckley, Ryan BAL PN",,$0.99,4,2026 5.06,ACTIVE_ROSTER
Buffalo Bills,"Bresee, Bryan NOS DT",,$3.70,1,2023 2.04^,ACTIVE_ROSTER
Buffalo Bills,"Dexter, Gervon CHI DT",,$3.70,1,2023 5.13^,ACTIVE_ROSTER
Buffalo Bills,"Newton, Jer'Zhan WAS DT",,$1.49,2,2024 3.03,ACTIVE_ROSTER
Buffalo Bills,"Robinson, A'Shawn TBB DT",,$4.56,2,2026 UFA,ACTIVE_ROSTER
Buffalo Bills,"Sanders, T.J. BUF DT",,$1.03,3,2025 5.09,ACTIVE_ROSTER
Buffalo Bills,"Anderson, Will HOU DE",,$4.48,1,2023 1.08,ACTIVE_ROSTER
Buffalo Bills,"Cooper, Jonathon DEN DE",,$9.26,2,2024 UFA,ACTIVE_ROSTER
Buffalo Bills,"Karlaftis, George KCC DE",,$7.89,2,2026 UFA,ACTIVE_ROSTER
Buffalo Bills,"Latu, Laiatu IND DE",,$2.37,2,2024 2.01,ACTIVE_ROSTER
Buffalo Bills,"Ojulari, BJ ARI DE",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Buffalo Bills,"Thibodeaux, Kayvon NYG DE",,$5.51,4,2025 iEXT,ACTIVE_ROSTER
Buffalo Bills,"Chenal, Leo WAS LB",,$2.10,3,2026 oEXT,ACTIVE_ROSTER
Buffalo Bills,"Gray, Cedric TEN LB",,$1.17,2,2024 4.09,ACTIVE_ROSTER
Buffalo Bills,"Simpson, Trenton BAL LB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Buffalo Bills,"Stutsman, Danny NOS LB",,$1.30,3,2025 3.12,ACTIVE_ROSTER
Buffalo Bills,"Styles, Sonny WAS LB",,$4.52,4,2026 1.08,ACTIVE_ROSTER
Buffalo Bills,"Arnold, Terrion FA CB",,$1.18,2,2024 4.07,ACTIVE_ROSTER
Buffalo Bills,"Burke, Denzel ARI CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Buffalo Bills,"Green, Renardo SFO CB",,$4.81,1,2025 UFA,ACTIVE_ROSTER
Buffalo Bills,"Morrison, Benjamin TBB CB",Questionable,$0.99,2,2025 UDFA,ACTIVE_ROSTER
Buffalo Bills,"Stephens, Brandon NYJ CB",Questionable,$1.10,1,2026 UFA,ACTIVE_ROSTER
Buffalo Bills,"Ward, Charvarius IND CB",Questionable,$2.09,1,2025 UFA,ACTIVE_ROSTER
Buffalo Bills,"Bullard, Javon GBP S",,$1.44,2,2024 3.05,ACTIVE_ROSTER
Buffalo Bills,"Cross, Nick WAS S",,$6.66,2,2025 iEXT,ACTIVE_ROSTER
Buffalo Bills,"Haulcy, A.J. IND S",,$1.34,4,2026 3.08,ACTIVE_ROSTER
Buffalo Bills,"Jackson, Dan DET S",Questionable,$0.99,2,2025 UDFA,ACTIVE_ROSTER
Buffalo Bills,"McNeil-Warren, Emmanuel CLE S",,$1.67,4,2026 2.13,ACTIVE_ROSTER
Buffalo Bills,"Thompson, Jalen DAL S",Questionable,$2.18,1,2026 oEXT,ACTIVE_ROSTER
Buffalo Bills,"Heidenreich, Eli PIT RB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Buffalo Bills,"Cuevas, Josh BAL TE",,$0.94,3,2026 UDFA,TAXI_SQUAD
Buffalo Bills,"Halton, Gracen SFO DT",,$1.08,4,2026 4.08,TAXI_SQUAD
Buffalo Bills,"Dennis-Sutton, Dani GBP DE",,$1.04,4,2026 4.14,TAXI_SQUAD
Buffalo Bills,"Boettcher, Bryce IND LB",,$0.99,4,2026 5.08,TAXI_SQUAD
Buffalo Bills,"Cisse, Brandon GBP CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Buffalo Bills,"Everette, Daylen PIT CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Buffalo Bills,"Neal, Julian SEA CB",,$0.94,3,2026 UDFA,TAXI_SQUAD
Miami Dolphins,"Maye, Drake NEP QB",,$3.22,2,2024 1.11,ACTIVE_ROSTER
Miami Dolphins,"Stafford, Matthew LAR QB",,$10.66,1,2025 UFA,ACTIVE_ROSTER
Miami Dolphins,"Dobbins, J.K. DEN RB",,$10.08,3,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Giddens, DJ IND RB",,$1.03,3,2025 5.13,ACTIVE_ROSTER
Miami Dolphins,"Hall, Breece NYJ RB",,$15.12,1,2026 5YO,ACTIVE_ROSTER
Miami Dolphins,"Hill, Justice BAL RB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Hunter, Jarquez LAR RB",,$1.03,3,2025 5.11,ACTIVE_ROSTER
Miami Dolphins,"Robinson, Brian ATL RB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Washington Jr., Mike LVR RB",,$1.04,4,2026 4.15,ACTIVE_ROSTER
Miami Dolphins,"Bateman, Rashod BAL WR",Questionable,$2.00,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Douglas, Demario NEP WR",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Flournoy, Ryan DAL WR",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Flowers, Zay BAL WR",,$3.53,1,2023 1.11,ACTIVE_ROSTER
Miami Dolphins,"Johnston, Quentin LAC WR",,$4.92,1,2023 1.07,ACTIVE_ROSTER
Miami Dolphins,"Kupp, Cooper SEA WR",,$4.18,1,2025 UFA,ACTIVE_ROSTER
Miami Dolphins,"Lance, Bryce NOS WR",,$0.94,3,2026 UDFA,ACTIVE_ROSTER
Miami Dolphins,"St. Brown, Amon-Ra DET WR",,$37.05,3,2024 iEXT,ACTIVE_ROSTER
Miami Dolphins,"Klare, Max LAR TE",,$1.05,4,2026 4.12,ACTIVE_ROSTER
Miami Dolphins,"Schultz, Dalton HOU TE",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Warren, Tyler IND TE",,$3.41,3,2025 1.11,ACTIVE_ROSTER
Miami Dolphins,"McLaughlin, Chase TBB PK",,$2.11,2,2025 iEXT,ACTIVE_ROSTER
Miami Dolphins,"Cole, A.J. LVR PN",,$3.99,1,2024 iEXT,ACTIVE_ROSTER
Miami Dolphins,"Cooke, Logan JAC PN",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Brooks, Karl GBP DT",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Hill, B.J. CIN DT",,$3.25,1,2025 UFA,ACTIVE_ROSTER
Miami Dolphins,"Miller, Christen NOS DT",Questionable,$1.05,4,2026 4.13,ACTIVE_ROSTER
Miami Dolphins,"Murphy, Byron SEA DT",,$1.73,2,2024 2.11,ACTIVE_ROSTER
Miami Dolphins,"Onyemata, David NYJ DT",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Togiai, Tommy HOU DT",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
Miami Dolphins,"Hendrickson, Trey BAL DE",,$5.67,1,2024 iEXT,ACTIVE_ROSTER
Miami Dolphins,"Lawrence, Demarcus SEA DE",,$3.34,1,2025 UFA,ACTIVE_ROSTER
Miami Dolphins,"Mack, Khalil LAC DE",,$2.20,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Stewart, Josaiah LAR DE",,$1.23,3,2025 3.17,ACTIVE_ROSTER
Miami Dolphins,"Thomas, R Mason KCC DE",,$1.32,4,2026 3.09,ACTIVE_ROSTER
Miami Dolphins,"Watt, T.J. PIT DE",,$22.63,2,2024 B/R,ACTIVE_ROSTER
Miami Dolphins,"Baun, Zack PHI LB",,$6.39,3,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Franklin, Zaire GBP LB",,$9.41,1,2024 iEXT,ACTIVE_ROSTER
Miami Dolphins,"Hill Jr., Anthony TEN LB",,$1.86,4,2026 2.09,ACTIVE_ROSTER
Miami Dolphins,"Knight, Demetrius CIN LB",,$1.32,3,2025 3.11,ACTIVE_ROSTER
Miami Dolphins,"Landman, Nate LAR LB",,$3.27,1,2024 UFA,ACTIVE_ROSTER
Miami Dolphins,"Sanders, Drew DEN LB",Questionable,$1.84,1,2023 2.11,ACTIVE_ROSTER
Miami Dolphins,"Speights, Omar LAR LB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Miami Dolphins,"Adebo, Paulson NYG CB",,$6.42,2,2024 iEXT,ACTIVE_ROSTER
Miami Dolphins,"Bland, DaRon DAL CB",Questionable,$5.88,2,2025 SRFA,ACTIVE_ROSTER
Miami Dolphins,"Durant, Decobie DAL CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Miami Dolphins,"Lenoir, Deommodore SFO CB",,$2.28,2,2025 UFA,ACTIVE_ROSTER
Miami Dolphins,"Lewis, Jourdan JAC CB",Questionable,$1.10,1,2026 R/F,ACTIVE_ROSTER
Miami Dolphins,"McCollum, Zyon TBB CB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
Miami Dolphins,"Moss, Riley DEN CB",,$2.20,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Ransaw, Caleb JAC CB",Questionable,$0.99,2,2025 UDFA,ACTIVE_ROSTER
Miami Dolphins,"Reed, D.J. DET CB",,$2.10,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Terrell, Avieon ATL CB",,$1.22,4,2026 3.15,ACTIVE_ROSTER
Miami Dolphins,"Delpit, Grant CLE S",,$2.20,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Elliott, DeShon PIT S",Questionable,$4.94,2,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Gardner-Johnson, Chauncey BUF S",,$6.75,1,2024 UFA,ACTIVE_ROSTER
Miami Dolphins,"Harris, Will WAS S",,$1.10,1,2025 R/F,ACTIVE_ROSTER
Miami Dolphins,"Metellus, Josh MIN S",Questionable,$5.88,1,2025 SRFA,ACTIVE_ROSTER
Miami Dolphins,"Reid, Justin NOS S",,$1.20,1,2026 UFA,ACTIVE_ROSTER
Miami Dolphins,"Starks, Malaki BAL S",,$1.72,3,2025 2.12,ACTIVE_ROSTER
Miami Dolphins,"Thomas, Jakobe MIN S",,$0.98,4,2026 5.20,ACTIVE_ROSTER
New England Patriots,"Jones, Daniel IND QB",Questionable,$6.38,1,2025 UFA,ACTIVE_ROSTER
New England Patriots,"Love, Jordan GBP QB",,$11.50,3,2023 iEXT,ACTIVE_ROSTER
New England Patriots,"Henry, Derrick BAL RB",,$20.33,2,2026 B/R,ACTIVE_ROSTER
New England Patriots,"Johnson, Roschon CHI RB",Questionable,$1.35,1,2023 3.15,ACTIVE_ROSTER
New England Patriots,"Jones, Aaron MIN RB",,$10.00,1,2026 UFA,ACTIVE_ROSTER
New England Patriots,"Boston, Denzel CLE WR",,$3.08,4,2026 1.13,ACTIVE_ROSTER
New England Patriots,"Branch, Zachariah ATL WR",,$1.26,4,2026 3.12,ACTIVE_ROSTER
New England Patriots,"Noel, Jaylin HOU WR",,$1.38,3,2025 3.08,ACTIVE_ROSTER
New England Patriots,"Shaheed, Rashid SEA WR",,$7.28,4,2025 iEXT,ACTIVE_ROSTER
New England Patriots,"Williams, Kyle NEP WR",,$1.49,3,2025 3.03,ACTIVE_ROSTER
New England Patriots,"Wilson, Garrett NYJ WR",,$12.96,5,2025 iEXT,ACTIVE_ROSTER
New England Patriots,"Wilson, Michael ARI WR",,$1.14,1,2023 5.22,ACTIVE_ROSTER
New England Patriots,"Wilson, Roman PIT WR",,$1.93,2,2024 2.07,ACTIVE_ROSTER
New England Patriots,"Likely, Isaiah NYG TE",,$4.26,4,2024 iEXT,ACTIVE_ROSTER
New England Patriots,"Sadiq, Kenyon NYJ TE",Questionable,$3.80,4,2026 1.10,ACTIVE_ROSTER
New England Patriots,"Banks, Caleb MIN DT",Questionable,$1.36,4,2026 3.07,ACTIVE_ROSTER
New England Patriots,"Collins, Alfred SFO DT",,$1.16,3,2025 4.01,ACTIVE_ROSTER
New England Patriots,"Madubuike, Nnamdi BAL DT",Questionable,$7.39,3,2025 B/R,ACTIVE_ROSTER
New England Patriots,"McDonald, Kayden HOU DT",,$1.59,4,2026 2.15,ACTIVE_ROSTER
New England Patriots,"Simmons, Jeffery TEN DT",Questionable,$16.18,5,2025 oEXT,ACTIVE_ROSTER
New England Patriots,"Armstrong, Dorance WAS DE",Questionable,$1.10,1,2025 R/F,ACTIVE_ROSTER
New England Patriots,"Bonitto, Nik DEN DE",,$11.05,4,2026 UFA,ACTIVE_ROSTER
New England Patriots,"Elliss, Jonah DEN DE",,$1.10,2,2024 4.24,ACTIVE_ROSTER
New England Patriots,"Hines-Allen, Josh JAC DE",,$14.64,1,2023 B/R,ACTIVE_ROSTER
New England Patriots,"Koonce, Malcolm LVR DE",,$1.10,1,2026 R/F,ACTIVE_ROSTER
New England Patriots,"McDonald, Will NYJ DE",,$3.70,1,2023 3.17^,ACTIVE_ROSTER
New England Patriots,"Ossai, Joseph NYJ DE",,$3.64,2,2025 iEXT,ACTIVE_ROSTER
New England Patriots,"Phillips, Jaelan CAR DE",,$11.89,4,2024 B/R,ACTIVE_ROSTER
New England Patriots,"Van Ginkel, Andrew MIN DE",,$10.55,2,2026 UFA,ACTIVE_ROSTER
New England Patriots,"Wonnum, D.J. DET DE",,$1.10,1,2026 R/F,ACTIVE_ROSTER
New England Patriots,"Elliss, Christian NEP LB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
New England Patriots,"Harris, Christian ATL LB",,$1.10,1,2026 R/F,ACTIVE_ROSTER
New England Patriots,"Okereke, Bobby FA LB",,$8.02,2,2025 UFA,ACTIVE_ROSTER
New England Patriots,"Rozeboom, Christian TBB LB",,$4.07,1,2024 iEXT,ACTIVE_ROSTER
New England Patriots,"To'oTo'o, Henry HOU LB",,$1.14,1,2023 5.21,ACTIVE_ROSTER
New England Patriots,"Jones, Jarrian JAC CB",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
New England Patriots,"Jones, Marcus NEP CB",,$3.85,2,2026 oEXT,ACTIVE_ROSTER
New England Patriots,"Sainristil, Mike WAS CB",,$1.20,2,2024 4.04,ACTIVE_ROSTER
New England Patriots,"Turner, DJ CIN CB",Questionable,$1.14,1,2023 5.17,ACTIVE_ROSTER
New England Patriots,"Bryant, Coby CHI S",,$3.83,4,2026 UFA,ACTIVE_ROSTER
New England Patriots,"Byard, Kevin NEP S",,$9.48,1,2026 TT,ACTIVE_ROSTER
New England Patriots,"Martin, Quan WAS S",,$1.55,1,2023 3.04,ACTIVE_ROSTER
New England Patriots,"Mukuba, Andrew PHI S",,$1.14,3,2025 4.03,ACTIVE_ROSTER
New England Patriots,"Morton, Behren NEP QB",,$0.94,3,2026 UDFA,TAXI_SQUAD
New England Patriots,"Allen, Kaytron WAS RB",,$1.10,4,2026 4.05,TAXI_SQUAD
New England Patriots,"Brooks, Chris GBP RB",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"McGowan, Seth IND RB",,$0.94,3,2026 UDFA,TAXI_SQUAD
New England Patriots,"Miller, Jam NEP RB",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Benson, Malik LVR WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
New England Patriots,"Burks, Deion IND WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
New England Patriots,"Dike, Chimere TEN WR",,$1.06,3,2025 5.03,TAXI_SQUAD
New England Patriots,"Horn, Jimmy CAR WR",,$0.99,2,2025 UDFA,TAXI_SQUAD
New England Patriots,"Nailor, Jalen LVR WR",,$1.10,1,2026 ERFA,TAXI_SQUAD
New England Patriots,"Young, Colbie CIN WR",,$0.94,3,2026 UDFA,TAXI_SQUAD
New England Patriots,"Gray, Noah KCC TE",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Kacmarek, Will MIA TE",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Borregales, Andres NEP PK",,$0.99,2,2025 UDFA,TAXI_SQUAD
New England Patriots,"Folk, Nick ATL PK",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Bailey, Jake ATL PN",,$1.10,1,2026 R/F,TAXI_SQUAD
New England Patriots,"Doman, Tommy BUF PN",,$0.94,3,2026 UDFA,TAXI_SQUAD
New England Patriots,"Armstead, Arik JAC DT",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Clark, Kenny DAL DT",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Harris, Zxavian NOS DT",Questionable,$0.94,3,2026 UDFA,TAXI_SQUAD
New England Patriots,"Slaton, Tedarrell CIN DT",,$1.10,1,2026 ERFA,TAXI_SQUAD
New England Patriots,"Vea, Vita TBB DT",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Wilkins, Christian FA DT",Questionable,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Height, Romello SFO DE",,$0.94,3,2026 UDFA,TAXI_SQUAD
New England Patriots,"Jefferson, Justin CLE LB",,$1.00,4,2026 5.03,TAXI_SQUAD
New England Patriots,"Perryman, Denzel LAC LB",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Rodriguez, Malcolm DET LB",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Porter, Darien LVR CB",,$0.99,2,2025 UDFA,TAXI_SQUAD
New England Patriots,"Johnson, Lonnie MIA S",,$1.10,1,2026 UFA,TAXI_SQUAD
New England Patriots,"Smith, Genesis LAC S",,$0.94,3,2026 UDFA,TAXI_SQUAD
New England Patriots,"Stukes, Treydan LVR S",,$1.09,4,2026 4.07,TAXI_SQUAD
New England Patriots,"Taaffe, Michael MIA S",,$0.94,3,2026 UDFA,TAXI_SQUAD
New York Jets,"Prescott, Dak DAL QB",Questionable,$40.93,2,2021 EXT,ACTIVE_ROSTER
New York Jets,"Ward, Cam TEN QB",,$6.72,3,2025 1.04,ACTIVE_ROSTER
New York Jets,"Allen, Braelon NYJ RB",,$1.33,2,2024 3.11,ACTIVE_ROSTER
New York Jets,"Davis, Isaiah NYJ RB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New York Jets,"Etienne, Trevor CAR RB",,$1.14,3,2025 4.02,ACTIVE_ROSTER
New York Jets,"Taylor, Jonathan IND RB",,$18.67,2,2025 oEXT,ACTIVE_ROSTER
New York Jets,"Adams, Davante LAR WR",,$23.96,1,2024 UFA,ACTIVE_ROSTER
New York Jets,"Brown, Marquise PHI WR",,$3.90,2,2026 B/R,ACTIVE_ROSTER
New York Jets,"Franklin, Troy DEN WR",,$1.52,2,2024 3.02,ACTIVE_ROSTER
New York Jets,"Harris, Tre LAC WR",,$2.18,3,2025 2.04,ACTIVE_ROSTER
New York Jets,"Lambert-Smith, KeAndre LAC WR",,$0.99,2,2025 UDFA,ACTIVE_ROSTER
New York Jets,"Palmer, Joshua BUF WR",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New York Jets,"Pittman, Michael PIT WR",,$14.56,1,2024 oEXT,ACTIVE_ROSTER
New York Jets,"Higgins, Elijah ARI TE",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New York Jets,"Kittle, George SFO TE",Questionable,$18.05,2,2026 UFA,ACTIVE_ROSTER
New York Jets,"McBride, Trey ARI TE",,$16.57,5,2025 iEXT,ACTIVE_ROSTER
New York Jets,"Santos, Cairo CHI PK",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New York Jets,"Araiza, Matt KCC PN",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New York Jets,"Benton, Keeanu PIT DT",,$3.70,1,2023 5.02^,ACTIVE_ROSTER
New York Jets,"Sieler, Zach MIA DT",,$4.75,2,2026 UFA,ACTIVE_ROSTER
New York Jets,"Smith, Maason ATL DT",,$1.08,2,2024 5.16,ACTIVE_ROSTER
New York Jets,"Williams, Leonard SEA DT",,$14.94,3,2026 UFA,ACTIVE_ROSTER
New York Jets,"Chaisson, K'Lavon WAS DE",,$3.49,2,2026 oEXT,ACTIVE_ROSTER
New York Jets,"Diaby, YaYa TBB DE",,$7.50,3,2026 RRFA,ACTIVE_ROSTER
New York Jets,"Key, Arden IND DE",,$1.10,1,2026 R/F,ACTIVE_ROSTER
New York Jets,"Uche, Josh MIA DE",,$1.10,1,2026 R/F,ACTIVE_ROSTER
New York Jets,"Wilson, Tyree NOS DE",,$2.78,1,2023 1.15,ACTIVE_ROSTER
New York Jets,"Bolton, Nick KCC LB",,$10.40,5,2026 UFA,ACTIVE_ROSTER
New York Jets,"Brooks, Jordyn MIA LB",,$14.84,1,2026 NEFT,ACTIVE_ROSTER
New York Jets,"Hughes, Parker JAC LB",,$0.94,3,2026 UDFA,ACTIVE_ROSTER
New York Jets,"Lawson, Deontae PHI LB",,$0.94,3,2026 UDFA,ACTIVE_ROSTER
New York Jets,"Pace, Ivan MIN LB",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New York Jets,"Reese, Arvell NYG LB",,$3.28,4,2026 1.12,ACTIVE_ROSTER
New York Jets,"DeJean, Cooper PHI CB",,$1.25,2,2024 3.16,ACTIVE_ROSTER
New York Jets,"Gonzalez, Christian NEP CB",,$3.70,1,2023 4.05^,ACTIVE_ROSTER
New York Jets,"Hall, TJ NOS CB",,$0.94,3,2026 UDFA,ACTIVE_ROSTER
New York Jets,"Williams, Garrett ARI CB",Questionable,$1.14,1,2023 5.26,ACTIVE_ROSTER
New York Jets,"Brown, Ji'Ayir SFO S",Questionable,$1.10,1,2026 ERFA,ACTIVE_ROSTER
New York Jets,"Bullock, Calen HOU S",,$1.08,2,2024 5.11,ACTIVE_ROSTER
New York Jets,"Murray, Eric JAC S",,$1.10,1,2026 UFA,ACTIVE_ROSTER
New York Jets,"Ransom, Lathan CAR S",,$0.99,2,2025 UDFA,ACTIVE_ROSTER
New York Jets,"Wheatley, Zakee CAR S",,$0.94,3,2026 UDFA,ACTIVE_ROSTER
Baltimore Ravens,"Beck, Carson ARI QB",,$1.13,4,2026 4.02,ACTIVE_ROSTER
Baltimore Ravens,"Brissett, Jacoby ARI QB",,$5.00,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Herbert, Justin LAC QB",,$15.59,3,2023 iEXT,ACTIVE_ROSTER
Baltimore Ravens,"Sanders, Shedeur CLE QB",,$1.24,3,2025 3.16,ACTIVE_ROSTER
Baltimore Ravens,"Hampton, Omarion LAC RB",,$5.92,3,2025 1.05,ACTIVE_ROSTER
Baltimore Ravens,"Singleton, Nicholas TEN RB",,$1.14,4,2026 4.01,ACTIVE_ROSTER
Baltimore Ravens,"Walker III, Kenneth KCC RB",,$10.99,1,2025 iEXT,ACTIVE_ROSTER
Baltimore Ravens,"Addison, Jordan MIN WR",,$5.45,1,2023 1.06,ACTIVE_ROSTER
Baltimore Ravens,"Bryant, Pat DEN WR",,$1.09,3,2025 4.12,ACTIVE_ROSTER
Baltimore Ravens,"Downs, Josh IND WR",,$1.57,1,2023 3.03,ACTIVE_ROSTER
Baltimore Ravens,"Hunter, Travis JAC WR",Questionable,$9.05,3,2025 1.02,ACTIVE_ROSTER
Baltimore Ravens,"Pearsall, Ricky SFO WR",,$2.71,2,2024 1.14,ACTIVE_ROSTER
Baltimore Ravens,"Pickens, George DAL WR",,$36.00,3,2026 mEXT,ACTIVE_ROSTER
Baltimore Ravens,"Worthy, Xavier KCC WR",Questionable,$4.04,2,2024 1.08,ACTIVE_ROSTER
Baltimore Ravens,"Engram, Evan DEN TE",,$6.48,1,2025 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Ferguson, Terrance LAR TE",,$1.25,3,2025 3.15,ACTIVE_ROSTER
Baltimore Ravens,"Kelce, Travis KCC TE",,$5.00,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Okonkwo, Chigoziem WAS TE",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Butker, Harrison KCC PK",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Mann, Braden PHI PN",,$1.10,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Campbell, Calais BAL DT",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Donald, Aaron FA DT",,$5.50,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Oliver, Ed BUF DT",,$7.60,1,2023 iEXT,ACTIVE_ROSTER
Baltimore Ravens,"Redmond, Jalen MIN DT",,$11.34,3,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Robinson, Darius ARI DT",,$1.56,2,2024 2.16,ACTIVE_ROSTER
Baltimore Ravens,"Sweat, T'Vondre NYJ DT",,$1.23,2,2024 3.19,ACTIVE_ROSTER
Baltimore Ravens,"Woods, Peter KCC DT",,$1.49,4,2026 3.02,ACTIVE_ROSTER
Baltimore Ravens,"Chubb, Bradley BUF DE",,$3.75,1,2025 ORFA1,ACTIVE_ROSTER
Baltimore Ravens,"Moore, Derrick DET DE",,$1.41,4,2026 3.05,ACTIVE_ROSTER
Baltimore Ravens,"Murphy, Myles CIN DE",,$3.30,2,2026 oEXT,ACTIVE_ROSTER
Baltimore Ravens,"Rousseau, Gregory BUF DE",,$7.37,2,2024 iEXT,ACTIVE_ROSTER
Baltimore Ravens,"Turner, Dallas MIN DE",,$2.10,2,2024 2.04,ACTIVE_ROSTER
Baltimore Ravens,"Walker, Travon JAC DE",,$6.03,3,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Wright, Alex CLE DE",,$3.17,2,2025 iEXT,ACTIVE_ROSTER
Baltimore Ravens,"Allen, CJ IND LB",,$1.98,4,2026 2.07,ACTIVE_ROSTER
Baltimore Ravens,"Cashman, Blake MIN LB",,$6.70,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Dodson, Tyrel MIA LB",,$2.30,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Elliss, Kaden NOS LB",,$5.85,1,2025 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Wilson, Payton PIT LB",,$1.29,2,2024 3.14,ACTIVE_ROSTER
Baltimore Ravens,"Ramsey, Jalen PIT CB",,$2.20,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Stevenson, Tyrique CHI CB",,$2.00,1,2026 UFA,ACTIVE_ROSTER
Baltimore Ravens,"Wright, Nahshon NYJ CB",,$1.10,1,2026 ERFA,ACTIVE_ROSTER
